filename,audio_data_mean,audio_data_var,zcr_mean,zcr_var,sc_mean,sc_var,srolloff_mean,srolloff_var,mfcc_mean,mfcc_var,chroma_mean,chroma_var,scale
tizita125.wav,-4.189481e-06,0.030401565,0.059091328322620935,0.05559954323968915,1115.6855117647942,186731.23078552133,1968.8047615736261,1176353.1620748306,-4.0714245,3498.759,0.29746702,0.0955878,Tizita
tizita126.wav,-2.1484411e-05,0.03216182,0.05853491849654436,0.05510858181314725,1104.3434074851139,155599.69733791595,1887.7802515177534,832743.1942095492,-4.1181602,3441.709,0.28862542,0.09714947,Tizita
tizita127.wav,-7.449573e-05,0.025866903,0.0652783636712767,0.061017098907677286,1147.765493346042,161856.9483474241,2068.8041568909634,1236785.1384470563,-3.9443915,3546.9224,0.2783882,0.09320013,Tizita
tizita128.wav,-5.5638226e-05,0.035437055,0.06380268730367619,0.0597319043965055,1073.5061124081137,104313.56217211022,1788.7130560288574,619115.1817529697,-3.885434,3508.3555,0.27064398,0.094267845,Tizita
tizita129.wav,-2.1078364e-05,0.03078156,0.06831896193279839,0.06365148137322324,1137.2558209594324,169443.98661367167,1947.1715590533088,1054689.3784477888,-3.8367167,3374.244,0.27071983,0.09215037,Tizita
tizita130.wav,7.931627e-06,0.018737366,0.060164836410975184,0.05654502887061577,1037.8037575614176,102979.98193521678,1826.430622490567,518326.2050274155,-4.9533014,4202.879,0.30348065,0.09236111,Tizita
tizita131.wav,1.1090808e-05,0.0067372844,0.055294738449582166,0.05223723034937445,920.8024470412249,40944.55401445817,1299.1838106799053,275934.5358992459,-12.30337,6439.4507,0.2266469,0.09434818,Tizita
tizita132.wav,3.6648594e-06,0.010328505,0.075817439824251,0.07006915564274707,1389.9507810220232,554732.204906625,2294.5518121918503,2180351.304326521,-12.042921,4580.157,0.22844382,0.09158293,Tizita
tizita133.wav,6.5016246e-07,0.009198035,0.08106498050297634,0.0744934494390284,1520.756145954012,260726.81790616666,2603.109259354441,1009770.3382852343,-13.059079,3881.0747,0.2471844,0.09346485,Tizita
tizita134.wav,-2.1485657e-07,0.011589423,0.08366256768014903,0.07666314244931352,1520.205121758113,382785.80658769043,2622.3008099724266,1345827.153607663,-12.229887,3761.8745,0.2560416,0.09663226,Tizita
tizita135.wav,-9.3666586e-07,0.014978982,0.08158056678203099,0.0749251779055536,1531.9607887663735,405670.5326719245,2690.15039969524,1497302.487534216,-11.730916,3517.441,0.2404732,0.09367217,Tizita
tizita136.wav,2.1775238e-06,0.011566713,0.07840864965483271,0.07226073331413845,1514.67863150037,348097.0089750232,2676.695389537413,1404116.639792722,-11.858308,3624.9124,0.24330486,0.09403825,Tizita
tizita137.wav,4.3930535e-07,0.011111505,0.08097728547604036,0.07441996471297223,1532.564294670975,350736.6957035095,2694.1003758102747,1331891.5382528026,-12.082801,3539.9211,0.25198567,0.09429337,Tizita
tizita138.wav,-2.4425237e-06,0.011456023,0.0676461293985482,0.06307013057594306,1245.572071096884,240875.04394924312,2112.8372239623645,1068274.3752651687,-12.557774,4683.7476,0.23156363,0.094580986,Tizita
tizita139.wav,-1.7423426e-06,0.011710646,0.0796467402397703,0.07330313700894883,1381.9279172350048,485350.27071268554,2296.41944719911,1818686.9791196943,-11.904255,4403.467,0.2525078,0.09927843,Tizita
tizita140.wav,-4.064545e-06,0.011944602,0.07542158152943328,0.06973316656903233,1460.0587737383307,235800.9534672578,2543.5659032410094,986606.5223491378,-11.898867,3543.093,0.2565979,0.100642234,Tizita
tizita141.wav,4.3331943e-07,0.010912626,0.08574154461182099,0.0783899321394001,1618.8944374649166,456416.76915528474,2870.5076424330014,1752022.034446954,-11.841251,3465.8704,0.25508982,0.09926733,Tizita
